municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_724301,cnae_724302,cnae_729403,cnae_729404,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2312500,cnae_2449199,cnae_2610800
NAZARIO,521440,Arsênio,GO,10,2,4,1,3,0,3,0.375,0,0,0,0,0,11,0,0,0,0,0
NEOPOLIS,280440,Arsênio,SE,46,0,0,43,2,1,3,0.06521739130434782,0.021739130434782608,0,0,0,0,0,0,0,0,0,0
NEROPOLIS,521450,Arsênio,GO,54,7,23,4,20,0,20,0.425531914893617,0,3,0,0,0,0,0,1,0,0,0
NHANDEARA,353260,Arsênio,SP,46,8,21,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NILO PECANHA,292260,Arsênio,BA,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIOAQUE,500580,Arsênio,MS,20,0,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NIPOA,353270,Arsênio,SP,26,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIQUELANDIA,521460,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,9,0,3,4,0,1,0,0,0,0
NONOAI,431270,Arsênio,RS,112,1,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOSSA SENHORA DO SOCORRO,280480,Arsênio,SE,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
NOVA ALIANCA DO IVAI,411650,Arsênio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Arsênio,MS,32,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA,521470,Arsênio,GO,8,2,3,2,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Arsênio,PR,25,0,12,5,8,0,8,0.32,0,0,0,0,0,0,0,0,0,0,0
NOVA ANDRADINA,500620,Arsênio,MS,38,0,21,17,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0
NOVA ARACA,431280,Arsênio,RS,31,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AURORA,411670,Arsênio,PR,70,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BASSANO,431290,Arsênio,RS,108,0,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BELEM,314467,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOVA BRESCIA,431300,Arsênio,RS,32,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CAMPINA,353282,Arsênio,SP,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANAA,292270,Arsênio,BA,13,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANAA PAULISTA,353284,Arsênio,SP,41,14,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANTU,411680,Arsênio,PR,58,0,24,31,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0,0,0,0
NOVA CRIXAS,521483,Arsênio,GO,10,7,1,1,1,0,1,0.3333333333333333,0,1,0,0,0,2,0,0,0,0,0
NOVA ERECHIM,421140,Arsênio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA,411690,Arsênio,PR,25,0,16,9,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
NOVA ESPERANCA DO SUDOESTE,411695,Arsênio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,431303,Arsênio,RS,33,2,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
NOVA FATIMA,292273,Arsênio,BA,12,2,0,9,1,0,1,0.1,0,0,0,0,1,0,0,0,0,0,0
NOVA GLORIA,521486,Arsênio,GO,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA GRANADA,353300,Arsênio,SP,61,6,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA GUATAPORANGA,353310,Arsênio,SP,17,6,4,6,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
NOVA IBIA,292275,Arsênio,BA,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU,330350,Arsênio,RJ,2,0,2,0,0,0,0,0,0,2,0,0,1,6,0,1,1,5,10
NOVA IGUACU DE GOIAS,521487,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NOVA LARANJEIRAS,411705,Arsênio,PR,26,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA LIMA,314480,Arsênio,MG,34,20,12,0,2,0,2,0.14285714285714285,0,31,10,1,2,0,0,4,0,0,1
NOVA LONDRINA,411710,Arsênio,PR,20,0,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOVA LUZITANIA,353330,Arsênio,SP,23,4,11,1,7,0,7,0.3684210526315789,0,0,0,0,0,0,0,0,0,0,0
NOVA OLIMPIA,411720,Arsênio,PR,19,0,9,9,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
NOVA OLINDA,171488,Arsênio,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOVA PALMA,431310,Arsênio,RS,32,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Arsênio,RS,62,0,61,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
NOVA PRATA,431330,Arsênio,RS,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PRATA DO IGUACU,411725,Arsênio,PR,50,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA REDENCAO,292285,Arsênio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA RESENDE,314510,Arsênio,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,431335,Arsênio,RS,70,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,431337,Arsênio,RS,23,5,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
NOVA SANTA ROSA,411722,Arsênio,PR,20,0,2,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
NOVA SERRANA,314520,Arsênio,MG,18,6,12,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0
NOVA SOURE,292290,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NOVA TEBAS,411727,Arsênio,PR,43,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA UNIAO,313660,Arsênio,MG,10,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA VENEZA,521500,Arsênio,GO,6,0,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0
NOVA VICOSA,292300,Arsênio,BA,30,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO BRASIL,521520,Arsênio,GO,10,3,4,2,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
NOVO CRUZEIRO,314530,Arsênio,MG,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NOVO GAMA,521523,Arsênio,GO,11,2,0,3,6,0,6,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0
NOVO HORIZONTE,353350,Arsênio,SP,34,2,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO HORIZONTE DO SUL,500625,Arsênio,MS,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ITACOLOMI,411729,Arsênio,PR,15,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ORIENTE,230940,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0
NOVO ORIENTE DE MINAS,314535,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOVO PLANALTO,521525,Arsênio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NOVO TRIUNFO,292305,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
OLINDINA,292310,Arsênio,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONCA DE PITANGUI,314580,Arsênio,MG,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ONDA VERDE,353400,Arsênio,SP,25,6,9,9,0,1,1,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0,0,0,0,0
ORIENTE,353410,Arsênio,SP,15,2,5,5,3,0,3,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0
ORINDIUVA,353420,Arsênio,SP,24,5,12,6,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
ORIZANIA,314587,Arsênio,MG,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORIZONA,521530,Arsênio,GO,13,3,4,0,6,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0
ORTIGUEIRA,411730,Arsênio,PR,99,0,72,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OSCAR BRESSANE,353450,Arsênio,SP,18,7,5,5,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
OSORIO,431350,Arsênio,RS,44,7,31,1,5,0,5,0.13513513513513514,0,1,0,0,0,0,1,0,0,0,0
OSVALDO CRUZ,353460,Arsênio,SP,44,12,13,16,3,0,3,0.09375,0,0,0,0,0,0,0,0,0,0,0
OTACILIO COSTA,421175,Arsênio,SC,16,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OURICANGAS,292330,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
OURIZONA,411740,Arsênio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OURO BRANCO,314590,Arsênio,MG,28,26,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
OURO VERDE,421185,Arsênio,SC,17,0,3,13,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
OURO VERDE DE GOIAS,521540,Arsênio,GO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OURO VERDE DO OESTE,411745,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUROESTE,353475,Arsênio,SP,40,10,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUROLANDIA,292335,Arsênio,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUVIDOR,521550,Arsênio,GO,16,2,8,5,1,0,1,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0
PACATUBA,280490,Arsênio,SE,18,9,0,8,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
PACOTI,230980,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PADRE BERNARDO,521560,Arsênio,GO,20,7,3,5,5,0,5,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0
PADRE PARAISO,314630,Arsênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
PAI PEDRO,314655,Arsênio,MG,12,5,4,1,2,0,2,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0
PAIAL,421187,Arsênio,SC,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PAICANDU,411750,Arsênio,PR,41,0,24,15,2,0,2,0.04878048780487805,0,0,0,0,0,3,0,0,0,1,0
PAIM FILHO,431360,Arsênio,RS,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAINEIRAS,314640,Arsênio,MG,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAINEL,421189,Arsênio,SC,28,1,3,22,2,0,2,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0
PALHOCA,421190,Arsênio,SC,14,0,2,11,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,1,0,1,7
PALMA SOLA,421200,Arsênio,SC,19,0,2,16,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
PALMACIA,231010,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PALMARES DO SUL,431365,Arsênio,RS,37,0,26,9,2,0,2,0.05405405405405406,0,0,0,0,0,1,0,1,0,0,0
PALMARES PAULISTA,353510,Arsênio,SP,17,3,9,4,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
PALMAS,172100,Arsênio,TO,12,0,2,10,0,0,0,0,0,10,0,0,0,1,0,0,0,0,2
PALMAS,411760,Arsênio,PR,22,1,16,4,1,0,1,0.047619047619047616,0,0,0,0,0,3,0,0,0,0,0
PALMEIRA,411770,Arsênio,PR,143,2,65,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PALMEIRA,421205,Arsênio,SC,28,1,2,19,6,0,6,0.2222222222222222,0,0,0,0,0,0,0,1,0,0,0
PALMEIRA D'OESTE,353520,Arsênio,SP,47,15,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA DAS MISSOES,431370,Arsênio,RS,81,0,80,0,1,0,1,0.012345679012345678,0,0,0,0,0,1,0,0,0,0,0
PALMEIRAS,292350,Arsênio,BA,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRAS DE GOIAS,521570,Arsênio,GO,27,2,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PALMEIRAS DO TOCANTINS,171380,Arsênio,TO,11,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMELO,521580,Arsênio,GO,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMINOPOLIS,521590,Arsênio,GO,8,0,5,1,2,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0
PALMITAL,411780,Arsênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PALMITINHO,431380,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PALMOPOLIS,314675,Arsênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
PALOTINA,411790,Arsênio,PR,40,1,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMBI,431390,Arsênio,RS,103,0,91,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
PANTANO GRANDE,431395,Arsênio,RS,30,0,23,6,0,1,1,0.03333333333333333,0.03333333333333333,0,0,0,0,2,0,0,0,0,0
PARACATU,314700,Arsênio,MG,43,42,1,0,0,0,0,0,0,7,0,0,5,1,0,0,0,1,0
PARAGUACU PAULISTA,353550,Arsênio,SP,62,6,25,28,3,0,3,0.05357142857142857,0,0,0,0,0,4,0,0,0,0,0
PARAI,431400,Arsênio,RS,62,2,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PARAIBA DO SUL,330370,Arsênio,RJ,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,1
PARAISO,421223,Arsênio,SC,25,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARAISO DO NORTE,411800,Arsênio,PR,39,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARAMIRIM,292360,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
PARANA,171620,Arsênio,TO,23,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARANACITY,411810,Arsênio,PR,16,0,10,4,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0
PARANAIBA,500630,Arsênio,MS,11,0,7,4,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0
PARANAPANEMA,353580,Arsênio,SP,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PARANAPUA,353590,Arsênio,SP,18,7,7,3,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
PARANAVAI,411840,Arsênio,PR,138,0,90,48,0,0,0,0,0,0,0,0,0,20,0,0,0,1,9
PARANHOS,500635,Arsênio,MS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARANOA,530010,Arsênio,DF,15,1,3,10,0,1,1,0.07142857142857142,0.07142857142857142,92,4,1,9,5,0,3,0,4,17
PARAOPEBA,314740,Arsênio,MG,29,12,11,5,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
PARAPUA,353600,Arsênio,SP,29,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARAUNA,521640,Arsênio,GO,26,6,14,3,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0
PARDINHO,353610,Arsênio,SP,77,4,23,49,1,0,1,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0
PARICONHA,270642,Arsênio,AL,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PARIQUERA-ACU,353620,Arsênio,SP,69,0,24,40,4,1,5,0.07246376811594203,0.014492753623188406,0,0,0,0,0,0,0,0,0,0
PARK WAY,530010,Arsênio,DF,22,1,4,15,1,1,2,0.09523809523809523,0.047619047619047616,92,4,1,9,5,0,3,0,4,17
PAROBE,431405,Arsênio,RS,30,6,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
PASSA SETE,431406,Arsênio,RS,12,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASSA TEMPO,314770,Arsênio,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,1,0,0,0,0
PASSO DE TORRES,421225,Arsênio,SC,27,3,1,16,7,0,7,0.2916666666666667,0,0,0,0,0,1,0,0,0,0,0
PASSO FUNDO,431410,Arsênio,RS,91,8,68,11,4,0,4,0.04819277108433735,0,1,0,0,0,11,0,1,0,1,11
PASSOS MAIA,421227,Arsênio,SC,15,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATIS,314795,Arsênio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PATO BRANCO,411850,Arsênio,PR,22,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16
PATOS DE MINAS,314800,Arsênio,MG,10,9,0,0,1,0,1,1,0,3,0,0,0,3,0,0,0,0,1
PATY DO ALFERES,330385,Arsênio,RJ,4,0,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0
PAU BRASIL,292390,Arsênio,BA,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAU D'ARCO,171630,Arsênio,TO,5,0,0,4,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0
PAULA FREITAS,411860,Arsênio,PR,57,0,2,46,9,0,9,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0
PAULINIA,353650,Arsênio,SP,28,4,8,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
PAULISTANIA,353657,Arsênio,SP,18,0,0,17,0,1,1,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0,0,0
PAULISTAS,314840,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PAULO AFONSO,292400,Arsênio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,7,0,0,0,0,0
PAULO DE FARIA,353660,Arsênio,SP,17,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULO FRONTIN,411870,Arsênio,PR,55,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULO LOPES,421230,Arsênio,SC,49,1,10,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PAVAO,314850,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAVERAMA,431415,Arsênio,RS,17,1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PE DE SERRA,292405,Arsênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PECANHA,314860,Arsênio,MG,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDERNEIRAS,353670,Arsênio,SP,126,21,34,68,3,0,3,0.02857142857142857,0,0,0,0,0,3,0,0,0,0,3
PEDRA AZUL,314870,Arsênio,MG,5,2,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
PEDRA BELA,353680,Arsênio,SP,18,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRA DO ANTA,314880,Arsênio,MG,22,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRA DO INDAIA,314890,Arsênio,MG,28,16,8,0,2,2,4,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0
PEDRALVA,314910,Arsênio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRANOPOLIS,353690,Arsênio,SP,64,18,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAO,292410,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PEDRAS ALTAS,431417,Arsênio,RS,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAS DE MARIA DA CRUZ,314915,Arsênio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PEDREGULHO,353700,Arsênio,SP,72,2,30,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PEDRINHAS,280510,Arsênio,SE,5,1,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
PEDRINHAS PAULISTA,353715,Arsênio,SP,13,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO ALEXANDRE,292420,Arsênio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PEDRO CANARIO,320405,Arsênio,ES,14,0,0,12,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
PEDRO DE TOLEDO,353720,Arsênio,SP,27,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO GOMES,500640,Arsênio,MS,22,0,16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEDRO LEOPOLDO,314930,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0
PEDRO OSORIO,431420,Arsênio,RS,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEIXE,171660,Arsênio,TO,12,0,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PEJUCARA,431430,Arsênio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERDIGAO,314970,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0
PERDIZES,314980,Arsênio,MG,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEREIRAS,353750,Arsênio,SP,55,3,25,24,3,0,3,0.057692307692307696,0,0,0,0,0,0,0,0,0,0,0
PERITIBA,421260,Arsênio,SC,18,0,2,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PEROBAL,411885,Arsênio,PR,38,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEROLA,411890,Arsênio,PR,20,0,10,7,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0
PEROLA D'OESTE,411900,Arsênio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PEROLANDIA,521645,Arsênio,GO,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERUIBE,353760,Arsênio,SP,55,0,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PESCADOR,315000,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PESCARIA BRAVA,421265,Arsênio,SC,26,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PETROLANDIA,421270,Arsênio,SC,20,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETROLINA DE GOIAS,521680,Arsênio,GO,7,3,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
PIACATU,353770,Arsênio,SP,23,3,3,9,8,0,8,0.4,0,0,0,0,0,0,0,0,0,0,0
PIEDADE,353780,Arsênio,SP,57,5,15,16,12,9,21,0.40384615384615385,0.17307692307692307,0,0,0,0,0,0,2,0,0,0
PIEDADE DE CARATINGA,315015,Arsênio,MG,7,0,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0
PIEDADE DE PONTE NOVA,315020,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PIEDADE DO RIO GRANDE,315030,Arsênio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PIEN,411910,Arsênio,PR,73,0,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PILAR DE GOIAS,521690,Arsênio,GO,4,3,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0
PILAR DO SUL,353790,Arsênio,SP,31,0,0,29,0,2,2,0.06451612903225806,0.06451612903225806,0,0,0,0,0,0,0,0,0,0
PINDAMONHANGABA,353800,Arsênio,SP,38,5,8,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9
PINHAIS,411915,Arsênio,PR,55,0,38,16,1,0,1,0.01818181818181818,0,1,0,0,0,0,0,1,0,2,17
PINHAL DE SAO BENTO,411925,Arsênio,PR,20,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINHALAO,411920,Arsênio,PR,40,5,8,22,5,0,5,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
PINHALZINHO,353820,Arsênio,SP,50,0,25,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
PINHALZINHO,421290,Arsênio,SC,23,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINHAO,411930,Arsênio,PR,83,2,52,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRAL,330395,Arsênio,RJ,6,4,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,1
PINHEIRINHO DO VALE,431449,Arsênio,RS,18,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO MACHADO,431450,Arsênio,RS,59,4,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO PRETO,421300,Arsênio,SC,40,0,10,28,2,0,2,0.05,0,0,0,0,0,0,0,0,1,0,0
PINTO BANDEIRA,431454,Arsênio,RS,32,0,29,1,2,0,2,0.0625,0,0,0,0,0,0,0,0,0,0,0
