municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2093200,cnae_2522500,cnae_2539002,cnae_2721000
OURIZONA,411740,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
OURO BRANCO,314590,Cádmio,MG,28,28,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
OURO VERDE,421185,Cádmio,SC,16,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0
OURO VERDE DE GOIAS,521540,Cádmio,GO,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
OURO VERDE DO OESTE,411745,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
OUROESTE,353475,Cádmio,SP,40,10,3,27,0,0,0,0,0,0,0,0,0,0,0,0
OUROLANDIA,292335,Cádmio,BA,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OUVIDOR,521550,Cádmio,GO,16,4,7,3,2,0,2,0.16666666666666666,0,0,1,0,0,0,0,0
PACATUBA,280490,Cádmio,SE,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
PACOTI,230980,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PADRE BERNARDO,521560,Cádmio,GO,20,6,2,2,10,0,10,0.7142857142857143,0,0,0,0,0,0,0,0
PADRE PARAISO,314630,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
PAI PEDRO,314655,Cádmio,MG,10,6,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0
PAIAL,421187,Cádmio,SC,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1
PAICANDU,411750,Cádmio,PR,41,1,26,12,2,0,2,0.05,0,0,0,0,0,2,2,0
PAIM FILHO,431360,Cádmio,RS,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
PAINEIRAS,314640,Cádmio,MG,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PAINEL,421189,Cádmio,SC,30,1,4,23,2,0,2,0.06896551724137931,0,0,0,0,0,0,0,0
PALMA SOLA,421200,Cádmio,SC,19,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0
PALMACIA,231010,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PALMARES DO SUL,431365,Cádmio,RS,38,0,35,3,0,0,0,0,0,0,0,1,0,0,1,0
PALMARES PAULISTA,353510,Cádmio,SP,17,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0
PALMAS,172100,Cádmio,TO,40,1,3,36,0,0,0,0,0,0,0,0,2,0,0,0
PALMAS,411760,Cádmio,PR,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA,411770,Cádmio,PR,141,2,65,74,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA,421205,Cádmio,SC,28,1,2,19,6,0,6,0.2222222222222222,0,0,0,1,0,0,0,0
PALMEIRA D'OESTE,353520,Cádmio,SP,45,12,2,31,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA DAS MISSOES,431370,Cádmio,RS,81,0,79,1,1,0,1,0.012345679012345678,0,0,0,0,0,0,1,0
PALMEIRAS,292350,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRAS DE GOIAS,521570,Cádmio,GO,27,2,17,6,2,0,2,0.08,0,0,0,0,0,0,0,0
PALMEIRAS DO TOCANTINS,171380,Cádmio,TO,11,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
PALMELO,521580,Cádmio,GO,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PALMINOPOLIS,521590,Cádmio,GO,8,1,2,4,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0
PALMITAL,411780,Cádmio,PR,36,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
PALMITINHO,431380,Cádmio,RS,32,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0
PALMOPOLIS,314675,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
PALOTINA,411790,Cádmio,PR,38,1,20,17,0,0,0,0,0,0,0,0,1,0,0,0
PANAMBI,431390,Cádmio,RS,107,0,93,14,0,0,0,0,0,0,0,0,1,0,3,0
PANTANO GRANDE,431395,Cádmio,RS,35,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0
PARACATU,314700,Cádmio,MG,36,16,0,1,19,0,19,0.95,0,5,1,0,0,0,0,0
PARAGUACU PAULISTA,353550,Cádmio,SP,62,2,18,39,3,0,3,0.05,0,0,0,0,0,0,0,0
PARAI,431400,Cádmio,RS,62,3,56,3,0,0,0,0,0,0,0,0,1,0,0,0
PARAIBA DO SUL,330370,Cádmio,RJ,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0
PARAISO,421223,Cádmio,SC,25,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0
PARAISO DO NORTE,411800,Cádmio,PR,39,1,24,14,0,0,0,0,0,0,0,0,0,0,0,0
PARAMIRIM,292360,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PARANA,171620,Cádmio,TO,23,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0
PARANACITY,411810,Cádmio,PR,16,0,10,4,2,0,2,0.125,0,0,0,0,0,0,1,0
PARANAIBA,500630,Cádmio,MS,11,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0
PARANAPANEMA,353580,Cádmio,SP,34,8,0,18,8,0,8,0.3076923076923077,0,0,0,0,0,0,0,0
PARANAPUA,353590,Cádmio,SP,18,6,1,11,0,0,0,0,0,0,0,0,0,0,0,0
PARANAVAI,411840,Cádmio,PR,138,0,92,46,0,0,0,0,0,0,0,0,0,0,3,0
PARANHOS,500635,Cádmio,MS,14,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
PARANOA,530010,Cádmio,DF,26,0,7,18,1,0,1,0.038461538461538464,0,9,2,3,2,0,26,1
PARAOPEBA,314740,Cádmio,MG,29,13,9,6,1,0,1,0.0625,0,0,0,0,0,0,1,0
PARAPUA,353600,Cádmio,SP,29,10,6,13,0,0,0,0,0,0,0,0,1,0,1,0
PARAUNA,521640,Cádmio,GO,26,7,10,5,4,0,4,0.21052631578947367,0,0,0,0,0,0,0,0
PARDINHO,353610,Cádmio,SP,77,3,21,48,5,0,5,0.06756756756756757,0,0,0,0,0,0,0,0
PARICONHA,270642,Cádmio,AL,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PARIQUERA-ACU,353620,Cádmio,SP,69,0,14,51,4,0,4,0.057971014492753624,0,0,0,0,0,0,0,0
PARK WAY,530010,Cádmio,DF,21,0,7,12,2,0,2,0.09523809523809523,0,9,2,3,2,0,26,1
PAROBE,431405,Cádmio,RS,30,6,21,2,0,1,1,0.041666666666666664,0.041666666666666664,0,0,0,1,0,4,0
PASSA SETE,431406,Cádmio,RS,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
PASSA TEMPO,314770,Cádmio,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0
PASSO DE TORRES,421225,Cádmio,SC,27,3,2,20,2,0,2,0.08333333333333333,0,0,0,0,0,0,1,0
PASSO FUNDO,431410,Cádmio,RS,93,8,71,13,1,0,1,0.011764705882352941,0,0,0,1,1,0,7,0
PASSOS MAIA,421227,Cádmio,SC,15,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0
PATIS,314795,Cádmio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PATO BRANCO,411850,Cádmio,PR,22,0,20,2,0,0,0,0,0,0,0,0,0,0,3,0
PATOS DE MINAS,314800,Cádmio,MG,8,2,0,0,6,0,6,1,0,0,0,0,1,3,1,0
PATY DO ALFERES,330385,Cádmio,RJ,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
PAU BRASIL,292390,Cádmio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
PAULA FREITAS,411860,Cádmio,PR,55,0,30,17,8,0,8,0.14545454545454545,0,0,0,0,0,0,0,0
PAULINIA,353650,Cádmio,SP,29,3,5,19,2,0,2,0.07692307692307693,0,0,0,4,4,0,7,1
PAULISTANIA,353657,Cádmio,SP,18,0,0,16,1,1,2,0.1111111111111111,0.05555555555555555,0,0,0,0,0,0,0
PAULISTAS,314840,Cádmio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PAULO AFONSO,292400,Cádmio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PAULO DE FARIA,353660,Cádmio,SP,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
PAULO FRONTIN,411870,Cádmio,PR,75,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0
PAULO LOPES,421230,Cádmio,SC,49,1,11,37,0,0,0,0,0,0,0,0,0,0,2,0
PAVERAMA,431415,Cádmio,RS,17,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0
PE DE SERRA,292405,Cádmio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
PECANHA,314860,Cádmio,MG,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDERNEIRAS,353670,Cádmio,SP,128,17,42,69,0,0,0,0,0,0,0,0,0,0,2,0
PEDRA AZUL,314870,Cádmio,MG,5,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0
PEDRA BELA,353680,Cádmio,SP,18,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0
PEDRA DO ANTA,314880,Cádmio,MG,20,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0
PEDRA DO INDAIA,314890,Cádmio,MG,28,22,1,0,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0
PEDRALVA,314910,Cádmio,MG,14,10,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0
PEDRANOPOLIS,353690,Cádmio,SP,64,17,5,42,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAO,292410,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PEDRAS ALTAS,431417,Cádmio,RS,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAS DE MARIA DA CRUZ,314915,Cádmio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PEDREGULHO,353700,Cádmio,SP,72,2,27,42,1,0,1,0.014285714285714285,0,0,0,0,0,0,0,0
PEDRINHAS,280510,Cádmio,SE,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0
PEDRINHAS PAULISTA,353715,Cádmio,SP,7,0,0,6,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0
PEDRO ALEXANDRE,292420,Cádmio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PEDRO CANARIO,320405,Cádmio,ES,42,0,0,37,5,0,5,0.11904761904761904,0,0,0,0,0,0,1,0
PEDRO DE TOLEDO,353720,Cádmio,SP,27,4,4,17,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0
PEDRO GOMES,500640,Cádmio,MS,22,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO LEOPOLDO,314930,Cádmio,MG,1,0,0,0,1,0,1,1,0,0,0,0,1,0,5,0
PEDRO OSORIO,431420,Cádmio,RS,18,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
PEIXE,171660,Cádmio,TO,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0
PEJUCARA,431430,Cádmio,RS,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
PERDIGAO,314970,Cádmio,MG,4,3,0,0,1,0,1,1,0,0,0,0,0,0,5,0
PERDIZES,314980,Cádmio,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0
PEREIRAS,353750,Cádmio,SP,54,4,28,21,1,0,1,0.02,0,0,0,0,0,0,0,0
PERITIBA,421260,Cádmio,SC,18,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0
PEROBAL,411885,Cádmio,PR,38,0,20,18,0,0,0,0,0,0,0,0,1,0,1,0
PEROLA,411890,Cádmio,PR,20,0,10,6,4,0,4,0.2,0,0,0,0,0,0,0,0
PEROLA D'OESTE,411900,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
PEROLANDIA,521645,Cádmio,GO,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PERUIBE,353760,Cádmio,SP,55,0,16,39,0,0,0,0,0,0,0,0,0,0,0,0
PESCARIA BRAVA,421265,Cádmio,SC,30,2,9,18,1,0,1,0.03571428571428571,0,0,0,0,0,0,0,0
PETROLANDIA,421270,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,1,0
PETROLINA DE GOIAS,521680,Cádmio,GO,11,2,3,2,4,0,4,0.4444444444444444,0,0,0,0,0,0,0,0
PIACATU,353770,Cádmio,SP,23,1,4,12,6,0,6,0.2727272727272727,0,0,0,0,0,0,0,0
PIEDADE,353780,Cádmio,SP,56,5,19,21,11,0,11,0.21568627450980393,0,0,0,2,1,0,1,0
PIEDADE DE CARATINGA,315015,Cádmio,MG,7,0,0,0,7,0,7,1,0,0,0,0,0,0,0,0
PIEDADE DE PONTE NOVA,315020,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PIEDADE DO RIO GRANDE,315030,Cádmio,MG,13,13,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PIEN,411910,Cádmio,PR,73,1,55,17,0,0,0,0,0,0,0,0,0,0,0,0
PILAR DE GOIAS,521690,Cádmio,GO,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PILAR DO SUL,353790,Cádmio,SP,42,0,0,39,3,0,3,0.07142857142857142,0,0,0,0,0,0,0,0
PINDAMONHANGABA,353800,Cádmio,SP,39,24,8,7,0,0,0,0,0,0,0,1,1,0,3,0
PINHAIS,411915,Cádmio,PR,55,0,38,16,1,0,1,0.01818181818181818,0,0,0,1,11,0,28,0
PINHAL DE SAO BENTO,411925,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
PINHALAO,411920,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
PINHALZINHO,353820,Cádmio,SP,48,0,25,21,2,0,2,0.041666666666666664,0,0,0,0,0,0,3,0
PINHALZINHO,421290,Cádmio,SC,25,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0
PINHAO,411930,Cádmio,PR,83,2,52,29,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRINHO DO VALE,431449,Cádmio,RS,17,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO MACHADO,431450,Cádmio,RS,60,4,55,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO PRETO,421300,Cádmio,SC,40,0,10,28,2,0,2,0.05,0,0,0,0,0,0,0,0
PINHEIROS,320410,Cádmio,ES,10,0,0,9,1,0,1,0.1,0,0,0,0,0,0,0,0
PINTO BANDEIRA,431454,Cádmio,RS,32,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0
PINTOPOLIS,315057,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PIQUEROBI,353830,Cádmio,SP,13,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0
PIQUET CARNEIRO,231090,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PIRACAIA,353860,Cádmio,SP,24,0,8,13,3,0,3,0.125,0,0,0,1,3,0,2,0
PIRACANJUBA,521710,Cádmio,GO,35,6,10,11,8,0,8,0.27586206896551724,0,0,0,0,1,0,0,0
PIRAI DO NORTE,292467,Cádmio,BA,18,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0
PIRAI DO SUL,411940,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,1,0
PIRAJU,353880,Cádmio,SP,15,3,0,9,3,0,3,0.25,0,0,0,0,0,0,0,0
PIRAJUBA,315070,Cádmio,MG,7,1,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0
PIRANGA,315080,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PIRANGUINHO,315100,Cádmio,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PIRAPORA DO BOM JESUS,353910,Cádmio,SP,74,3,38,32,1,0,1,0.014084507042253521,0,1,0,0,0,0,0,0
PIRAPOZINHO,353920,Cádmio,SP,40,0,3,35,2,0,2,0.05,0,0,0,0,0,0,1,0
PIRATINI,431460,Cádmio,RS,14,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
PIRATININGA,353940,Cádmio,SP,80,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0
PIRENOPOLIS,521730,Cádmio,GO,10,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0
PIRES DO RIO,521740,Cádmio,GO,14,5,4,2,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,0
PIRIPA,292470,Cádmio,BA,17,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0
PIRITIBA,292480,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PITANGA,411960,Cádmio,PR,32,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
PITANGUI,315140,Cádmio,MG,19,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
PIUMA,320420,Cádmio,ES,8,0,0,7,1,0,1,0.125,0,0,0,0,0,0,0,0
PLANALTINA,521760,Cádmio,GO,37,21,5,6,3,2,5,0.3125,0.125,0,0,0,0,0,0,0
PLANALTINA,530010,Cádmio,DF,102,0,45,53,4,0,4,0.0392156862745098,0,9,2,3,2,0,26,1
PLANALTINA DO PARANA,411970,Cádmio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTINO,292490,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTO,292500,Cádmio,BA,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTO,353960,Cádmio,SP,22,0,2,18,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0
PLANALTO,411980,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTO,431470,Cádmio,RS,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
PLANO PILOTO,530010,Cádmio,DF,27,0,10,16,1,0,1,0.037037037037037035,0,9,2,3,2,0,26,1
PLATINA,353970,Cádmio,SP,11,1,4,5,1,0,1,0.1,0,0,0,0,0,0,0,0
POCO FUNDO,315170,Cádmio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
POCO VERDE,280550,Cádmio,SE,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
POCOES,292510,Cádmio,BA,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0
POJUCA,292520,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,1,0,0,0,1,0
POLONI,353990,Cádmio,SP,23,1,2,20,0,0,0,0,0,0,0,0,1,0,0,0
PONGAI,354010,Cádmio,SP,21,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0
PONTA GROSSA,411990,Cádmio,PR,76,0,36,32,8,0,8,0.10526315789473684,0,0,0,1,2,1,9,2
PONTA PORA,500660,Cádmio,MS,120,5,113,2,0,0,0,0,0,0,0,0,2,0,0,0
PONTAL DO PARANA,411995,Cádmio,PR,26,1,17,3,5,0,5,0.2,0,0,0,0,0,0,2,0
PONTALINA,521770,Cádmio,GO,20,5,6,4,5,0,5,0.3333333333333333,0,0,0,0,0,0,0,0
PONTALINDA,354025,Cádmio,SP,25,6,2,17,0,0,0,0,0,0,0,0,0,0,0,0
PONTE ALTA,421330,Cádmio,SC,26,0,2,18,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0
PONTE ALTA DO NORTE,421335,Cádmio,SC,29,1,6,22,0,0,0,0,0,0,0,0,1,0,0,0
PONTE SERRADA,421340,Cádmio,SC,31,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0
PONTES GESTAL,354030,Cádmio,SP,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
PONTO BELO,320425,Cádmio,ES,26,0,0,22,4,0,4,0.15384615384615385,0,0,0,0,0,0,0,0
PONTO CHIQUE,315213,Cádmio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PONTO DOS VOLANTES,315217,Cádmio,MG,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PONTO NOVO,292525,Cádmio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
POPULINA,354040,Cádmio,SP,48,13,4,31,0,0,0,0,0,0,0,0,0,0,0,0
PORANGA,231100,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PORANGABA,354050,Cádmio,SP,23,4,8,11,0,0,0,0,0,0,0,0,0,0,1,0
PORANGATU,521800,Cádmio,GO,14,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0
PORECATU,412000,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
PORTEIRAO,521805,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PORTEIRINHA,315220,Cádmio,MG,26,15,0,0,11,0,11,1,0,1,0,0,0,0,0,0
PORTELANDIA,521810,Cádmio,GO,11,4,3,2,2,0,2,0.2857142857142857,0,0,0,0,0,0,0,0
PORTO AMAZONAS,412010,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
PORTO BELO,421350,Cádmio,SC,8,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0
PORTO FIRME,315230,Cádmio,MG,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTO LUCENA,431500,Cádmio,RS,21,2,16,2,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
PORTO MURTINHO,500690,Cádmio,MS,15,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0
PORTO NACIONAL,171820,Cádmio,TO,18,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0
PORTO RICO,412020,Cádmio,PR,22,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0
PORTO SEGURO,292530,Cádmio,BA,22,22,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PORTO UNIAO,421360,Cádmio,SC,19,0,5,14,0,0,0,0,0,0,0,0,0,0,1,0
PORTO VITORIA,412030,Cádmio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
PORTO XAVIER,431510,Cádmio,RS,50,12,37,1,0,0,0,0,0,0,0,0,0,0,0,0
POSSE,521830,Cádmio,GO,20,0,6,10,4,0,4,0.2,0,0,0,0,0,0,0,0
POTIRAGUA,292540,Cádmio,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
POUSO ALEGRE,315250,Cádmio,MG,71,50,0,21,0,0,0,0,0,0,0,0,0,0,4,0
POUSO REDONDO,421370,Cádmio,SC,30,0,2,26,2,0,2,0.06666666666666667,0,0,0,0,0,1,0,0
PRACINHA,354085,Cádmio,SP,25,6,5,12,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0
PRADO,292550,Cádmio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PRADOS,315270,Cádmio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PRAIA GRANDE,354100,Cádmio,SP,30,4,6,20,0,0,0,0,0,0,0,0,0,0,3,0
PRANCHITA,412035,Cádmio,PR,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PRATA,315280,Cádmio,MG,33,23,0,0,10,0,10,1,0,0,0,0,8,0,0,0
PRATANIA,354105,Cádmio,SP,24,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE ALVES,354110,Cádmio,SP,30,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,315310,Cádmio,MG,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,354120,Cádmio,SP,54,1,12,41,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE CASTELLO BRANCO,421390,Cádmio,SC,22,4,4,12,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0
PRESIDENTE EPITACIO,354130,Cádmio,SP,40,7,13,18,2,0,2,0.06060606060606061,0,0,0,0,0,0,0,0
PRESIDENTE JANIO QUADROS,292570,Cádmio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE JUSCELINO,315320,Cádmio,MG,26,9,8,8,1,0,1,0.058823529411764705,0,1,0,0,0,0,0,0
PRESIDENTE KENNEDY,320430,Cádmio,ES,13,0,0,11,2,0,2,0.15384615384615385,0,0,0,0,0,0,2,0
PRESIDENTE NEREU,421410,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE OLEGARIO,315340,Cádmio,MG,37,2,0,0,35,0,35,1,0,0,0,0,0,0,0,0
PRESIDENTE PRUDENTE,354140,Cádmio,SP,85,0,15,66,4,0,4,0.047058823529411764,0,0,0,0,1,0,2,0
PRESIDENTE TANCREDO NEVES,292575,Cádmio,BA,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
PRIMEIRO DE MAIO,412050,Cádmio,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0
PROFESSOR JAMIL,521839,Cádmio,GO,8,3,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0
PROPRIA,280570,Cádmio,SE,6,0,0,5,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0
PRUDENTE DE MORAIS,315360,Cádmio,MG,8,0,0,0,8,0,8,1,0,0,0,0,0,0,2,0
PRUDENTOPOLIS,412060,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0
PUTINGA,431520,Cádmio,RS,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
QUADRA,354165,Cádmio,SP,22,6,7,8,1,0,1,0.0625,0,0,0,0,0,0,0,0
QUARAI,431530,Cádmio,RS,98,19,67,12,0,0,0,0,0,0,0,0,0,0,0,0
QUARTEL GERAL,315370,Cádmio,MG,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
QUARTO CENTENARIO,412065,Cádmio,PR,34,1,20,9,4,0,4,0.12121212121212122,0,0,0,0,0,0,0,0
QUATA,354170,Cádmio,SP,23,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
QUATIGUA,412070,Cádmio,PR,35,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0
QUATRO BARRAS,412080,Cádmio,PR,32,0,26,6,0,0,0,0,0,0,0,0,1,0,3,0
QUEDAS DO IGUACU,412090,Cádmio,PR,36,2,16,16,2,0,2,0.058823529411764705,0,0,0,0,0,0,0,0
QUEIMADAS,292580,Cádmio,BA,7,7,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0
QUEIROZ,354180,Cádmio,SP,24,5,5,13,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
QUELUZ,354190,Cádmio,SP,16,10,4,2,0,0,0,0,0,0,0,1,0,0,0,0
QUERENCIA DO NORTE,412100,Cádmio,PR,37,0,20,17,0,0,0,0,0,0,0,0,1,0,0,0
